fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,sulphates,alcohol,wine_type,flag_free_sulfur_gt_total,total_acidity,sulfur_ratio,residual_sugar_log,chlorides_log,density_alcohol,sugar_to_alcohol,target_is_high_quality
8.3,0.26,0.41,9.2,0.042,41.0,162.0,0.9944,3.1,0.38,12.0,white,False,8.97,0.25308641819082456,2.322387720290225,0.04114194333117518,11.9328,0.7666666027777831,1
10.7,0.22,0.56,8.2,0.044,37.0,181.0,0.998,2.87,0.68,9.5,white,False,11.48,0.20441988837337077,2.2192034840549946,0.04305948946044697,9.481,0.8631578038781259,0
6.9,0.23,0.34,2.7,0.032,24.0,121.0,0.9902,3.14,0.38,12.4,white,False,7.470000000000001,0.19834710579878426,1.308332819650179,0.03149866705937099,12.27848,0.2177419179240389,1
6.2,0.3,0.32,1.7,0.032,30.0,130.0,0.9911,3.28,0.41,11.2,white,False,6.82,0.23076922899408286,0.9932517730102833,0.03149866705937099,11.10032,0.1517857007334196,1
6.9,0.27,0.41,1.7,0.047,6.0,134.0,0.9929,3.15,0.69,11.4,white,False,7.58,0.044776119068834934,0.9932517730102833,0.045928931888399804,11.31906,0.14912279393659703,0
6.9,0.28,0.41,1.7,0.05,10.0,136.0,0.993,3.16,0.71,11.4,white,False,7.590000000000001,0.07352941122404845,0.9932517730102833,0.048790164169432,11.3202,0.14912279393659703,0
6.9,0.28,0.3,1.6,0.047,46.0,132.0,0.9918,3.35,0.38,11.1,white,False,7.48,0.34848484584481176,0.9555114450274363,0.045928931888399804,11.00898,0.14414413115818642,1
6.9,0.46,0.2,0.9,0.054,5.0,126.0,0.992,3.1,0.42,10.4,white,False,7.5600000000000005,0.03968253936759889,0.6418538861723948,0.05259245011917058,10.3168,0.08653845321745643,0
6.9,0.38,0.32,8.5,0.044,36.0,152.0,0.9932,3.38,0.35,12.0,white,False,7.6000000000000005,0.23684210370498615,2.2512917986064953,0.04305948946044697,11.9184,0.7083332743055605,1
5.7,0.43,0.3,5.7,0.039,24.0,98.0,0.992,3.54,0.61,12.3,white,False,6.43,0.24489795668471473,1.9021075263969205,0.038258712117090345,12.201600000000001,0.46341459647035804,1
6.6,0.56,0.16,3.1,0.045,28.0,92.0,0.994,3.12,0.35,9.1,white,False,7.32,0.30434782277882805,1.410986973710262,0.04401688541677433,9.045399999999999,0.3406593032242524,0
7.1,0.36,0.56,1.3,0.046,25.0,102.0,0.9923,3.24,0.33,10.5,white,False,8.02,0.24509803681276435,0.832909122935104,0.044973365642731154,10.41915,0.12380951201814172,0
6.8,0.23,0.4,1.6,0.047,5.0,133.0,0.993,3.23,0.7,11.4,white,False,7.430000000000001,0.03759398467974448,0.9555114450274363,0.045928931888399804,11.3202,0.14035086488150308,0
6.2,0.33,0.29,1.3,0.042,26.0,138.0,0.9956,3.77,0.64,9.5,white,False,6.82,0.1884057957361899,0.832909122935104,0.04114194333117518,9.4582,0.13684209085872728,0
5.6,0.49,0.13,4.5,0.039,17.0,116.0,0.9907,3.42,0.9,13.7,white,False,6.22,0.14655172287455412,1.7047480922384253,0.038258712117090345,13.57259,0.3284671293089687,1
6.6,0.42,0.33,2.8,0.034,15.0,85.0,0.99,3.28,0.51,13.4,white,False,7.35,0.17647058615916958,1.33500106673234,0.03343477608623739,13.266,0.20895520828692474,0
7.3,0.18,0.29,1.2,0.044,12.0,143.0,0.9918,3.2,0.48,11.3,white,False,7.77,0.08391608332925816,0.7884573603642702,0.04305948946044697,11.20734,0.10619468086772735,1
8.1,0.19,0.4,0.9,0.037,73.0,180.0,0.9926,3.06,0.34,10.0,white,False,8.69,0.4055555533024692,0.6418538861723948,0.03633192924739028,9.926,0.0899999910000009,0
5.9,0.19,0.26,7.4,0.034,33.0,123.0,0.995,3.49,0.42,10.1,white,False,6.3500000000000005,0.268292680745588,2.128231705849268,0.03343477608623739,10.0495,0.7326731947848323,0
6.2,0.16,0.47,1.4,0.029,23.0,81.0,0.99,3.26,0.42,12.2,white,False,6.83,0.2839506137783875,0.8754687373538999,0.028587456851912555,12.078,0.11475408895458288,0
5.7,0.135,0.3,4.6,0.042,19.0,101.0,0.9946,3.31,0.42,9.3,white,False,6.135,0.18811881001862565,1.7227665977411035,0.04114194333117518,9.249780000000001,0.4946236027286448,0
6.9,0.19,0.33,1.6,0.039,27.0,98.0,0.9898,3.09,0.46,12.3,white,False,7.420000000000001,0.27551020127030407,0.9555114450274363,0.038258712117090345,12.17454,0.13008129023729348,1
7.3,0.25,0.36,13.1,0.05,35.0,200.0,0.9986,3.04,0.46,8.9,white,False,7.91,0.174999999125,2.6461747973841225,0.048790164169432,8.887540000000001,1.4719099469764105,1
7.0,0.2,0.34,5.7,0.035,32.0,83.0,0.9928,3.19,0.46,11.5,white,False,7.54,0.3855421640296125,1.9021075263969205,0.0344014267173324,11.4172,0.49565213081285825,0
6.3,0.67,0.48,12.6,0.052,57.0,222.0,0.9979,3.17,0.52,9.3,white,False,7.449999999999999,0.2567567556001948,2.6100697927420065,0.050693114315518116,9.280470000000001,1.3548385639958533,0
7.4,0.4,0.29,5.4,0.044,31.0,122.0,0.994,3.3,0.5,11.1,white,False,8.09,0.25409835857296426,1.8562979903656263,0.04305948946044697,11.0334,0.48648644265887914,1
7.1,0.26,0.31,2.2,0.044,29.0,128.0,0.9937,3.34,0.64,10.9,white,False,7.669999999999999,0.22656249822998048,1.1631508098056809,0.04305948946044697,10.831330000000001,0.20183484386836298,1
9.0,0.31,0.48,6.6,0.043,11.0,73.0,0.9938,2.9,0.38,11.6,white,False,9.790000000000001,0.1506849294426722,2.028148247292285,0.042101176018635396,11.52808,0.568965468192632,0
6.3,0.39,0.24,6.9,0.069,9.0,117.0,0.9942,3.15,0.35,10.2,white,False,6.93,0.07692307626561473,2.066862759472976,0.06672363204290818,10.140839999999999,0.6764705219146548,0
8.2,0.22,0.36,6.8,0.034,12.0,90.0,0.9944,3.01,0.38,10.5,white,False,8.78,0.13333333185185187,2.0541237336955462,0.03343477608623739,10.4412,0.6476189859410489,1
7.1,0.19,0.28,3.6,0.033,16.0,78.0,0.993,2.91,0.78,11.4,white,False,7.57,0.2051282024983564,1.5260563034950492,0.032467190137501496,11.3202,0.31578944598338193,0
7.9,0.2,0.34,1.2,0.04,29.0,118.0,0.9932,3.14,0.41,10.6,white,False,8.44,0.24576270978167195,0.7884573603642702,0.039220713153281295,10.52792,0.11320753648985506,0
7.1,0.26,0.32,5.9,0.037,39.0,97.0,0.9934,3.31,0.4,11.6,white,False,7.68,0.40206185152513557,1.9315214116032138,0.03633192924739028,11.523439999999999,0.5086206458085651,0
6.9,0.3,0.33,4.1,0.035,26.0,155.0,0.9925,3.25,0.79,12.3,white,False,7.53,0.16774193440166493,1.62924053973028,0.0344014267173324,12.20775,0.3333333062330645,1
8.1,0.29,0.49,7.1,0.042,22.0,124.0,0.9944,3.14,0.41,10.8,white,False,8.879999999999999,0.17741935340790843,2.0918640616783932,0.04114194333117518,10.73952,0.6574073465363568,0
5.8,0.17,0.3,1.4,0.037,55.0,130.0,0.9909,3.29,0.38,11.3,white,False,6.27,0.42307691982248524,0.8754687373538999,0.03633192924739028,11.197170000000002,0.12389379434568192,0
5.9,0.415,0.02,0.8,0.038,22.0,63.0,0.9932,3.36,0.36,9.3,white,False,6.335,0.34920634366339137,0.5877866649021191,0.037295784743696894,9.23676,0.08602149612672084,0
6.6,0.23,0.26,1.3,0.045,16.0,128.0,0.9934,3.36,0.6,10.0,white,False,7.09,0.12499999902343752,0.832909122935104,0.04401688541677433,9.934,0.12999998700000132,0
8.6,0.55,0.35,15.55,0.057,35.5,366.5,1.0001,3.04,0.63,11.0,white,False,9.5,0.09686220983120816,2.806386101823072,0.055434706888100586,11.0011,1.4136362351239788,0
6.9,0.35,0.74,1.0,0.044,18.0,132.0,0.992,3.13,0.55,10.2,white,False,7.99,0.13636363533057852,0.6931471805599453,0.04305948946044697,10.1184,0.09803920607458766,0
7.6,0.14,0.74,1.6,0.04,27.0,103.0,0.9916,3.07,0.4,10.8,white,False,8.479999999999999,0.26213591978508816,0.9555114450274363,0.039220713153281295,10.709280000000001,0.1481481344307283,1
9.2,0.28,0.49,11.8,0.042,29.0,137.0,0.998,3.1,0.34,10.1,white,False,9.969999999999999,0.21167883057168738,2.5494451709255714,0.04114194333117518,10.079799999999999,1.1683167160082462,0
6.2,0.18,0.49,4.5,0.047,17.0,90.0,0.9919,3.27,0.37,11.6,white,False,6.87,0.18888888679012347,1.7047480922384253,0.045928931888399804,11.50604,0.387931001040431,0
5.3,0.165,0.24,1.1,0.051,25.0,105.0,0.9925,3.32,0.47,9.1,white,False,5.705,0.23809523582766443,0.7419373447293773,0.04974209189481407,9.03175,0.12087910759570249,0
9.8,0.25,0.74,10.0,0.056,36.0,225.0,0.9977,3.06,0.43,10.0,white,False,10.790000000000001,0.1599999992888889,2.3978952727983707,0.05448818528406973,9.977,0.99999990000001,0
6.8,0.22,0.49,0.9,0.052,26.0,128.0,0.991,3.25,0.35,11.4,white,False,7.51,0.20312499841308596,0.6418538861723948,0.050693114315518116,11.2974,0.07894736149584548,0
7.2,0.22,0.49,1.0,0.045,34.0,140.0,0.99,3.05,0.34,12.7,white,False,7.91,0.242857141122449,0.6931471805599453,0.04401688541677433,12.572999999999999,0.07874015128030305,0
7.4,0.25,0.49,1.1,0.042,35.0,156.0,0.9917,3.13,0.55,11.3,white,False,8.14,0.2243589729207758,0.7419373447293773,0.04114194333117518,11.20621,0.09734512412875009,0
8.2,0.18,0.49,1.1,0.033,28.0,81.0,0.9923,3.0,0.68,10.4,white,False,8.87,0.345679008078037,0.7419373447293773,0.032467190137501496,10.31992,0.10576922059911342,1
6.1,0.22,0.49,1.5,0.051,18.0,87.0,0.9928,3.3,0.46,9.6,white,False,6.81,0.20689654934601667,0.9162907318741551,0.04974209189481407,9.53088,0.15624998372396004,0
7.0,0.39,0.24,1.0,0.048,8.0,119.0,0.9923,3.0,0.31,10.1,white,False,7.63,0.06722689019137067,0.6931471805599453,0.046883585898850416,10.022229999999999,0.0990098911871395,0
6.5,0.36,0.49,2.9,0.03,16.0,94.0,0.9902,3.1,0.49,12.1,white,False,7.3500000000000005,0.17021276414667272,1.3609765531356006,0.0295588022415444,11.98142,0.23966940168021475,1
7.1,0.29,0.49,1.2,0.031,32.0,99.0,0.9893,3.07,0.33,12.2,white,False,7.88,0.3232323199673503,0.7884573603642702,0.03052920503482287,12.06946,0.09836064767535675,0
6.9,0.23,0.24,14.2,0.053,19.0,94.0,0.9982,3.17,0.5,9.6,white,False,7.370000000000001,0.20212765742417385,2.7212954278522306,0.05164323315183845,9.58272,1.4791665125868216,0
8.5,0.56,0.74,17.85,0.051,51.0,243.0,1.0005,2.99,0.7,9.2,white,False,9.8,0.20987654234618708,2.93651291389402,0.04974209189481407,9.2046,1.9402171804111765,0
6.3,0.23,0.49,7.1,0.05,67.0,210.0,0.9951,3.23,0.34,9.5,white,False,7.0200000000000005,0.3190476175283447,2.0918640616783932,0.048790164169432,9.45345,0.7473683423822798,0
6.1,0.25,0.49,7.6,0.052,67.0,226.0,0.9956,3.16,0.47,8.9,white,False,6.84,0.29646017567937977,2.151762203259462,0.050693114315518116,8.860840000000001,0.8539324883221924,0
7.2,0.26,0.74,13.6,0.05,56.0,162.0,0.998,3.03,0.44,8.8,white,False,8.2,0.345679010211858,2.681021528714291,0.048790164169432,8.7824,1.5454543698347307,0
7.2,0.31,0.24,1.4,0.057,17.0,117.0,0.9928,3.16,0.35,10.5,white,False,7.75,0.1452991440572723,0.8754687373538999,0.055434706888100586,10.4244,0.13333332063492184,0
8.0,0.25,0.49,1.2,0.061,27.0,117.0,0.9938,3.08,0.34,9.4,white,False,8.74,0.2307692287968442,0.7884573603642702,0.05921185963184609,9.34172,0.12765956088728075,0
7.0,0.18,0.49,5.3,0.04,34.0,125.0,0.9914,3.24,0.4,12.2,white,False,7.67,0.27199999782400003,1.840549633397487,0.039220713153281295,12.09508,0.43442619389949233,0
7.8,0.43,0.49,13.0,0.033,37.0,158.0,0.9955,3.14,0.35,11.3,white,False,8.72,0.23417721370773917,2.6390573296152584,0.032467190137501496,11.249150000000002,1.1504423760670464,0
8.3,0.2,0.74,4.45,0.044,33.0,130.0,0.9924,3.25,0.42,12.2,white,False,9.24,0.25384615189349113,1.6956156086751528,0.04305948946044697,12.10728,0.36475406846278136,0
6.3,0.27,0.49,1.2,0.063,35.0,92.0,0.9911,3.38,0.42,12.2,white,False,7.0600000000000005,0.380434778473535,0.7884573603642702,0.06109509935981088,12.09142,0.09836064767535675,0
7.4,0.16,0.49,1.2,0.055,18.0,150.0,0.9917,3.23,0.47,11.2,white,False,8.05,0.11999999920000001,0.7884573603642702,0.05354076692802982,11.10704,0.10714284757653147,0
6.9,0.19,0.49,6.6,0.036,49.0,172.0,0.9932,3.2,0.27,11.5,white,False,7.580000000000001,0.28488371927393186,2.028148247292285,0.03536714383729131,11.4218,0.5739129935727831,0
7.2,0.4,0.49,1.1,0.048,11.0,138.0,0.9929,3.01,0.42,9.3,white,False,8.09,0.07971014434992649,0.7419373447293773,0.046883585898850416,9.233970000000001,0.11827955717424117,0
7.6,0.52,0.49,14.0,0.034,37.0,156.0,0.9958,3.14,0.38,11.8,white,False,8.61,0.23717948565910588,2.70805020110221,0.03343477608623739,11.750440000000001,1.18644057742029,1
8.3,0.21,0.49,19.8,0.054,50.0,231.0,1.0012,2.99,0.54,9.2,white,False,9.000000000000002,0.21645021551320254,3.0349529867072724,0.05259245011917058,9.21104,2.152173679111557,0
6.9,0.34,0.74,11.2,0.069,44.0,150.0,0.9968,3.0,0.81,9.2,white,False,7.98,0.2933333313777778,2.501435951739211,0.06672363204290818,9.17056,1.2173911720226989,0
7.1,0.22,0.74,2.7,0.044,42.0,144.0,0.991,3.31,0.41,12.2,white,False,8.059999999999999,0.2916666646412037,1.308332819650179,0.04305948946044697,12.0902,0.22131145726955273,0
7.9,0.11,0.49,4.5,0.048,27.0,133.0,0.9946,3.24,0.42,10.6,white,False,8.5,0.20300751727062016,1.7047480922384253,0.046883585898850416,10.54276,0.42452826183695647,0
8.5,0.17,0.74,3.6,0.05,29.0,128.0,0.9928,3.28,0.4,12.4,white,False,9.41,0.22656249822998048,1.5260563034950492,0.048790164169432,12.31072,0.29032255723205186,0
6.4,0.145,0.49,5.4,0.048,54.0,164.0,0.9946,3.56,0.44,10.8,white,False,7.035,0.32926829067519336,1.8562979903656263,0.046883585898850416,10.74168,0.49999995370370803,0
8.3,0.19,0.49,1.2,0.051,11.0,137.0,0.9918,3.06,0.46,11.0,white,False,8.98,0.08029197021684693,0.7884573603642702,0.04974209189481407,10.9098,0.10909089917355462,0
8.0,0.44,0.49,9.1,0.031,46.0,151.0,0.9926,3.16,0.27,12.7,white,False,8.93,0.3046357595719486,2.312535423847214,0.03052920503482287,12.60602,0.7165353766507578,1
7.0,0.2,0.74,0.8,0.044,19.0,163.0,0.9931,3.46,0.53,10.2,white,False,7.94,0.11656441646279499,0.5877866649021191,0.04305948946044697,10.12962,0.07843136485967013,0
7.1,0.25,0.49,3.0,0.03,30.0,96.0,0.9903,3.13,0.39,12.3,white,False,7.84,0.31249999674479173,1.3862943611198906,0.0295588022415444,12.18069,0.24390241919492528,1
6.5,0.24,0.24,1.6,0.046,15.0,60.0,0.9928,3.19,0.39,9.8,white,False,6.98,0.2499999958333334,0.9555114450274363,0.044973365642731154,9.72944,0.1632652894627256,0
7.8,0.21,0.49,1.35,0.052,6.0,48.0,0.9911,3.15,0.28,11.4,white,False,8.5,0.1249999973958334,0.8544153281560676,0.050693114315518116,11.298540000000001,0.11842104224376823,0
7.0,0.2,0.49,5.9,0.038,39.0,128.0,0.9938,3.21,0.48,10.8,white,False,7.69,0.30468749761962893,1.9315214116032138,0.037295784743696894,10.73304,0.5462962457133106,0
6.9,0.25,0.24,3.6,0.057,13.0,85.0,0.9942,2.99,0.48,9.5,white,False,7.390000000000001,0.1529411746712803,1.5260563034950492,0.055434706888100586,9.4449,0.3789473285318602,0
7.2,0.08,0.49,1.3,0.05,18.0,148.0,0.9945,3.46,0.44,10.2,white,False,7.7700000000000005,0.12162162079985392,0.832909122935104,0.048790164169432,10.1439,0.12745096789696395,0
7.1,0.85,0.49,8.7,0.028,40.0,184.0,0.9962,3.22,0.36,10.7,white,False,8.44,0.2173913031663516,2.272125885509337,0.027615167032973367,10.659339999999998,0.8130840361603705,0
7.6,0.51,0.24,1.2,0.04,10.0,104.0,0.992,3.05,0.29,10.8,white,False,8.35,0.09615384522928995,0.7884573603642702,0.039220713153281295,10.713600000000001,0.11111110082304622,0
7.9,0.22,0.24,4.6,0.044,39.0,159.0,0.9927,2.99,0.28,11.5,white,False,8.360000000000001,0.24528301732526406,1.7227665977411035,0.04305948946044697,11.41605,0.39999996521739434,0
7.7,0.16,0.49,2.0,0.056,20.0,124.0,0.9948,3.32,0.49,10.7,white,False,8.35,0.16129032127991677,1.0986122886681098,0.05448818528406973,10.644359999999999,0.18691587038169438,0
6.6,0.25,0.24,1.7,0.048,26.0,124.0,0.9942,3.37,0.6,10.1,white,False,7.09,0.2096774176638918,0.9932517730102833,0.046883585898850416,10.041419999999999,0.16831681501813714,0
6.7,0.16,0.49,2.4,0.046,57.0,187.0,0.9952,3.62,0.81,10.4,white,False,7.3500000000000005,0.3048128325945838,1.2237754316221157,0.044973365642731154,10.35008,0.23076920857988378,0
7.5,0.32,0.24,4.6,0.053,8.0,134.0,0.9958,3.14,0.5,9.1,white,False,8.06,0.05970149209177991,1.7227665977411035,0.05164323315183845,9.06178,0.5054944499456648,0
7.4,0.28,0.49,1.5,0.034,20.0,126.0,0.9918,2.98,0.39,10.6,white,False,8.17,0.15873015747039557,0.9162907318741551,0.03343477608623739,10.51308,0.14150942061231883,0
6.2,0.15,0.49,0.9,0.033,17.0,51.0,0.9932,3.3,0.7,9.4,white,False,6.840000000000001,0.33333332679738575,0.6418538861723948,0.032467190137501496,9.33608,0.09574467066546058,0
6.7,0.25,0.74,19.4,0.054,44.0,169.0,1.0004,3.51,0.45,9.8,white,False,7.69,0.2603550280452365,3.0155349008501706,0.05259245011917058,9.80392,1.9795916347355473,0
6.5,0.26,0.74,13.3,0.044,68.0,224.0,0.9972,3.18,0.54,9.5,white,False,7.5,0.303571427216199,2.6602595372658615,0.04305948946044697,9.4734,1.3999998526315947,0
7.9,0.16,0.74,17.85,0.037,52.0,187.0,0.9998,2.99,0.41,9.3,white,False,8.8,0.27807486482312904,2.93651291389402,0.03633192924739028,9.29814,1.919354632327459,0
5.6,0.185,0.49,1.1,0.03,28.0,117.0,0.9918,3.55,0.45,10.3,white,False,6.2749999999999995,0.2393162372708014,0.7419373447293773,0.0295588022415444,10.21554,0.10679610613630039,0
7.5,0.2,0.49,1.3,0.031,8.0,97.0,0.9918,3.06,0.62,11.1,white,False,8.19,0.08247422595387396,0.832909122935104,0.03052920503482287,11.00898,0.11711710656602645,0
8.0,0.3,0.49,9.4,0.046,47.0,188.0,0.9964,3.14,0.48,10.0,white,False,8.790000000000001,0.24999999867021278,2.341805806147327,0.044973365642731154,9.963999999999999,0.9399999060000095,0
8.0,0.34,0.49,9.0,0.033,39.0,180.0,0.9936,3.13,0.38,12.3,white,False,8.83,0.21666666546296298,2.302585092994046,0.032467190137501496,12.221280000000002,0.7317072575847758,1
7.7,0.35,0.49,8.65,0.033,42.0,186.0,0.9931,3.14,0.38,12.4,white,False,8.540000000000001,0.22580645039889005,2.2669579153508947,0.032467190137501496,12.31444,0.6975805889047912,1
7.6,0.29,0.49,9.6,0.03,45.0,197.0,0.9938,3.13,0.38,12.3,white,False,8.379999999999999,0.22842639477956145,2.3608540011180215,0.0295588022415444,12.223740000000001,0.7804877414237609,1
6.7,0.62,0.24,1.1,0.039,6.0,62.0,0.9934,3.41,0.32,10.4,white,False,7.5600000000000005,0.09677419198751304,0.7419373447293773,0.038258712117090345,10.33136,0.10576922059911342,0
6.8,0.27,0.49,1.2,0.044,35.0,126.0,0.99,3.13,0.48,12.1,white,False,7.5600000000000005,0.2777777755731923,0.7884573603642702,0.04305948946044697,11.979,0.09917354552284749,1
7.7,0.27,0.49,1.8,0.041,23.0,86.0,0.9914,3.16,0.42,12.5,white,False,8.46,0.2674418573553273,1.0296194171811581,0.04018178963283184,12.3925,0.14399998848000092,0
6.7,0.51,0.24,2.1,0.043,14.0,155.0,0.9904,3.22,0.6,13.0,white,False,7.45,0.09032258006243497,1.1314021114911006,0.042101176018635396,12.8752,0.161538449112427,0
7.4,0.19,0.49,9.3,0.03,26.0,132.0,0.994,2.99,0.32,11.0,white,False,8.08,0.19696969547750232,2.33214389523559,0.0295588022415444,10.934,0.8454544685950485,1
8.3,0.2,0.49,1.7,0.04,34.0,169.0,0.9938,3.05,0.37,10.1,white,False,8.99,0.20118343076222822,0.9932517730102833,0.039220713153281295,10.03738,0.16831681501813714,0
6.6,0.3,0.24,1.2,0.034,17.0,121.0,0.9933,3.13,0.36,9.2,white,False,7.14,0.14049586660747218,0.7884573603642702,0.03343477608623739,9.138359999999999,0.13043476843100343,0
6.8,0.36,0.24,4.6,0.039,24.0,124.0,0.9909,3.27,0.34,12.6,white,False,7.4,0.19354838553590012,1.7227665977411035,0.038258712117090345,12.485339999999999,0.3650793361048146,1
7.0,0.17,0.74,12.8,0.045,24.0,126.0,0.9942,3.26,0.38,12.2,white,False,7.91,0.19047618896447469,2.624668592163159,0.04401688541677433,12.12924,1.049180241870472,1
9.2,0.18,0.49,1.5,0.041,39.0,130.0,0.9945,3.04,0.49,9.8,white,False,9.87,0.29999999769230773,0.9162907318741551,0.04018178963283184,9.746100000000002,0.15306120887130523,1
8.1,0.2,0.49,8.1,0.051,51.0,205.0,0.9954,3.1,0.52,11.0,white,False,8.79,0.24878048659131471,2.2082744135228043,0.04974209189481407,10.949399999999999,0.7363635694214937,0
7.8,0.26,0.74,7.5,0.044,59.0,160.0,0.996,3.22,0.64,10.0,white,False,8.8,0.3687499976953125,2.1400661634962708,0.04305948946044697,9.96,0.7499999250000076,0
6.8,0.21,0.49,14.5,0.06,50.0,170.0,0.9991,3.55,0.44,9.8,white,False,7.5,0.29411764532871976,2.740840023925201,0.05826890812397577,9.79118,1.4795916857559503,0
7.9,0.2,0.49,1.6,0.053,15.0,144.0,0.993,3.16,0.47,10.5,white,False,8.59,0.10416666594328704,0.9555114450274363,0.05164323315183845,10.4265,0.1523809378684821,0
8.0,0.18,0.49,1.8,0.061,10.0,145.0,0.9942,3.23,0.48,10.0,white,False,8.67,0.06896551676575506,1.0296194171811581,0.05921185963184609,9.942,0.1799999820000018,0
8.8,0.23,0.74,3.2,0.042,15.0,126.0,0.9934,3.02,0.51,11.2,white,False,9.770000000000001,0.11904761810279668,1.4350845252893227,0.04114194333117518,11.126079999999998,0.28571426020408397,0
7.3,0.22,0.49,9.4,0.034,29.0,134.0,0.9939,2.99,0.32,11.0,white,False,8.01,0.21641790883270218,2.341805806147327,0.03343477608623739,10.9329,0.8545453768595113,1
7.3,0.22,0.49,9.9,0.031,48.0,161.0,0.9937,3.01,0.28,11.2,white,False,8.01,0.29813664411095253,2.388762789235098,0.03052920503482287,11.129439999999999,0.8839284925063847,0
7.3,0.155,0.49,1.3,0.039,34.0,136.0,0.9926,3.14,0.77,10.5,white,False,7.945,0.2499999981617647,0.832909122935104,0.038258712117090345,10.4223,0.12380951201814172,0
8.2,0.22,0.49,9.6,0.037,53.0,154.0,0.9951,3.02,0.33,10.6,white,False,8.91,0.34415584192106596,2.3608540011180215,0.03633192924739028,10.54806,0.9056602919188405,0
8.2,0.24,0.49,9.3,0.038,52.0,163.0,0.9952,3.02,0.33,10.6,white,False,8.93,0.31901840295080736,2.33214389523559,0.037295784743696894,10.549119999999998,0.8773584077963767,0
8.4,0.23,0.49,7.8,0.035,22.0,95.0,0.9935,3.04,0.34,12.0,white,False,9.120000000000001,0.23157894493074796,2.174751721484161,0.0344014267173324,11.922,0.6499999458333379,0
8.3,0.2,0.49,1.7,0.038,38.0,167.0,0.9939,3.05,0.37,10.1,white,False,8.99,0.22754490881709635,0.9932517730102833,0.037295784743696894,10.03839,0.16831681501813714,0
6.9,0.21,0.49,1.4,0.041,15.0,164.0,0.9927,3.25,0.63,11.0,white,False,7.6000000000000005,0.0914634140764426,0.8754687373538999,0.04018178963283184,10.9197,0.1272727157024804,0
